@relation titanic
@attribute Class real[-1.87,0.965]     
@attribute Age real[-0.228,4.38]    
@attribute Sex real[-1.92,0.521]    
@attribute Survived {-1.0,1.0          , unlabeled}
@inputs Class, Age, Sex
@outputs Survived
@data
-1.87, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, 4.38, -1.92, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, 4.38, -1.92, 1.0
0.021400000000000086, -0.228, -1.92, -1.0
-1.87, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, 4.38, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, -1.92, 1.0
-1.87, -0.228, 0.5209999999999999, 1.0
-1.87, -0.228, -1.92, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, 1.0
-1.87, -0.228, 0.5209999999999999, 1.0
-1.87, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
-1.87, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.021400000000000086, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, 4.38, -1.92, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, 4.38, -1.92, 1.0
-1.87, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.021400000000000086, -0.228, -1.92, 1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, -1.92, 1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, -1.92, 1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, -1.92, 1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
-1.87, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, 4.38, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, 4.38, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, 4.38, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, 4.38, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, 4.38, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
-0.9230000000000002, -0.228, -1.92, 1.0
-1.87, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, 4.38, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, 1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, 4.38, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, 1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, -1.92, 1.0
-0.9230000000000002, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, -1.92, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, 4.38, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, 4.38, 0.5209999999999999, -1.0
-1.87, -0.228, -1.92, 1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, 4.38, -1.92, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, 1.0
-0.9230000000000002, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, -1.92, 1.0
-1.87, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, 1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, -1.92, 1.0
-1.87, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
-1.87, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
-0.9230000000000002, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, 4.38, -1.92, 1.0
0.021400000000000086, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, -1.92, 1.0
-0.9230000000000002, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, 4.38, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
-0.9230000000000002, -0.228, -1.92, 1.0
0.021400000000000086, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.021400000000000086, -0.228, -1.92, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, -1.0
-1.87, -0.228, 0.5209999999999999, -1.0
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
-0.9230000000000002, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, 4.38, -1.92, unlabeled
0.021400000000000086, 4.38, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
-0.9230000000000002, -0.228, -1.92, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
-1.87, -0.228, -1.92, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, -1.92, unlabeled
-1.87, -0.228, -1.92, unlabeled
-1.87, -0.228, 0.5209999999999999, unlabeled
-0.9230000000000002, -0.228, -1.92, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
-1.87, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
-1.87, -0.228, -1.92, unlabeled
-1.87, -0.228, -1.92, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
-1.87, -0.228, -1.92, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
-0.9230000000000002, -0.228, -1.92, unlabeled
-1.87, -0.228, 0.5209999999999999, unlabeled
-1.87, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, -1.92, unlabeled
-1.87, -0.228, -1.92, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, -1.92, unlabeled
0.021400000000000086, 4.38, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
-0.9230000000000002, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
-0.9230000000000002, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, -1.92, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, -1.92, unlabeled
-1.87, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
-0.9230000000000002, -0.228, -1.92, unlabeled
-1.87, -0.228, -1.92, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
-0.9230000000000002, -0.228, -1.92, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
-1.87, -0.228, 0.5209999999999999, unlabeled
-0.9230000000000002, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, 4.38, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, -1.92, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
-0.9230000000000002, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
-0.9230000000000002, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, -1.92, unlabeled
-0.9230000000000002, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
0.021400000000000086, -0.228, 0.5209999999999999, unlabeled
0.9649999999999999, -0.228, 0.5209999999999999, unlabeled
