@relation ring
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1, unlabeled}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
416.0, 1331.0, -167.0, 2225.0, -1425.0, -1298.0, -1585.0, -138.0, 1754.0, 3622.0, 2942.0, -1446.0, -1546.0, -2437.0, -12.0, -887.0, -1537.0, 3674.0, -949.0, 2421.0, 0
385.0, 327.0, -544.0, -412.0, -2402.0, -1714.0, -11.0, 146.0, 1942.0, 1745.0, -1433.0, 678.0, -2342.0, -185.0, -568.0, 4666.0, 415.9999999999991, -118.0, 769.0, 1019.0, 0
2521.0, 356.9999999999991, -12.99999999999909, 1429.0, -4381.0, 1114.0, -3066.0, 636.0, -1392.0, 2966.0, 791.0, -938.0, -1584.0, 1705.0, -4006.0, -1815.0, -2805.0, 2314.0, -2423.0, 499.0, 0
-108.99999999999909, -1207.0, 488.0, -12.0, 187.0000000000009, -135.0, 344.0, 136.0, 1317.0, 176.0000000000009, 1594.0, 2511.0, 698.0, 1314.0, -854.0, -147.0, 791.0, 928.0, 306.0, 1754.0, 1
3173.0, 2961.0, -152.0, 1728.0, -143.0000000000009, 468.0, -975.0, 3963.0, 244.9999999999991, -3345.0, 3312.0, -2568.0, -1597.0, -802.0, 2774.0, 377.9999999999991, 5477.0, -1876.0, -1096.0, -1211.0, 0
562.0, 647.0, 585.0, 1489.0, -1034.0, 724.0, -136.0, -814.0, 402.0, -21.0, 862.0, 1126.0, -1444.0, 612.0, -921.0, -1.0, -512.0, -497.0, -678.0, 59.0, 1
-903.0, 599.0000000000009, 74.0, 1312.0, 136.0000000000009, 672.0000000000009, 941.0, 192.0, 722.0, -71.0, -417.0, -137.0, 1328.0, 57.0, -118.0, -1357.0, 731.0, -521.0, 269.0, -555.0, 1
37.00000000000091, -1092.0, -757.0, 996.0, 1089.0, -664.0, 2258.0, -424.0, -716.0, 426.0, 366.0, 1234.0, 1073.0, -844.0, 192.0, 455.0000000000009, 17.0, 1304.0, 1136.0, 1849.0, 1
342.0000000000009, 1458.0, 1227.0, -134.0, 579.0000000000009, -596.0, 403.0, 1919.0, 285.0, -199.0, 591.0, 1617.0, 58.00000000000091, -764.0, -66.0, 1668.0, -1545.0, 1017.0, 1186.0, 743.0, 1
-1444.0, 953.0, -1017.0, 794.0, -406.0, 312.0, 738.0, -848.0, -633.0, 654.9999999999991, -14.00000000000091, -737.0, 1275.0, 1017.0, 1378.0, 106.99999999999909, 672.0, 164.0, -1427.0, 308.0, 1
-779.0, -848.0, 1071.0, 1168.999999999999, 426.0, 155.0, 738.0, 265.0, -662.0, 1132.0, 1282.0, 624.0, 251.0000000000009, -23.99999999999909, 801.0, 751.9999999999991, 980.9999999999991, 988.0, -684.0, 2051.0, 1
-1637.0, 1146.0, -1369.0, -2428.0, 919.0, -786.0, 1417.0, 17.00000000000091, 22.0, 118.00000000000091, 2098.0, 1997.0, 481.9999999999991, -1137.0, -2438.0, -296.0, -476.0, 495.0, 2297.0, 2332.0, 0
2524.0, -317.0, -28.99999999999909, 292.0, -54.99999999999909, -1112.0, 142.0, 613.0, -1675.0, 186.0, 295.0, 749.0, 190.9999999999991, 548.9999999999991, 626.0000000000009, -906.0, 1812.0, 708.0, -32.0, -317.0, 1
38.0, 1052.0, 18.99999999999909, -524.0, -66.0, 1024.000000000001, 545.0, 1187.000000000001, 704.0000000000009, 22.0, -164.0, -151.0, -915.0, -23.99999999999909, 1441.0, 455.0000000000009, 1577.0, 2107.0, 53.0, 591.0, 1
771.0, 1444.0, -195.0, -507.0, 114.0, 772.0, -31.00000000000091, -447.0, -1386.0, 234.0, 1208.0, 124.99999999999909, 1864.0, -412.0, 1053.0, 323.0000000000009, -379.0, 169.0, -191.0, 8.0, 1
